CAMELOT    | BPM      | FILE NAME
9B         | 123.0    | Mongobonix - Mas Pito (Marco Lys Extended Re.mp3
9B         | 123.0    | Roberto Surace - Joys (Extended Mix).mp3
9B         | 123.0    | We Are One (Tribal Disco Mix).mp3
9B         | 129.2    | Mc Fopi, Mc Gw - Quero Ver Voce Cair Dentro .wav
9B         | 129.2    | Andruss - El Apagón (Edit)  [Bandcamp].mp3
9B         | 129.2    | Monika Kruse - Hidden Love.mp3
9B         | 129.2    | Premiere Classmatic - Catuca ft. Mc Th [Cutt.mp3
9B         | 129.2    | Faz o Sinalzinho RMX.mp3
9B         | 129.2    | Go (feat. Moby).mp3
9B         | 136.0    | Charlotte de Witte - Ahimsa (Original Mix) [.mp3
9B         | 136.0    | Starchild.mp3
9B         | 136.0    | Return To Nowhere.mp3
9B         | 136.0    | Dance With Me.mp3
